concept,concept_type,domain,drill_up,indicator_url,name,scale,scales,tooltip,unit
alcohol_consumption_per_adult_15plus_litres,measure,,,https://spreadsheets.google.com/pub?key=0AgogXXPMARyldGJqTDRfNHBWODJMRWlZaVhNclhNZXc,Alcohol consumption per adult,lin,"['linear', 'log']","Recorded plus estimated alcohol consumption, average adult (15+) per capita consumption in litres","litres, age 15+"
smoking_adults_percent_of_population_over_age_15,measure,,,http://spreadsheets.google.com/pub?key=tRccVp7QMaCXMv19CcxERaA,Smoking adults,lin,"['linear', 'log']","Percentage of both men and women (over age 15) that smoke. Note: only 2005 tobacco data is provided by WHOSIS. In order to compare with 2002 lung cancer data, 2005 tobacco data was copied into 2002, based on the assumption that people's habit of smoking won't significantly change during 3 years. ","%, age 15+"
smoking_women_percent_of_women_over_age_15,measure,,,http://spreadsheets.google.com/pub?key=thortPEzDn2xc_5bU255mPA,Smoking women,lin,"['linear', 'log']","Percentage of women (over age 15) that smoke. Note: only 2005 tobacco data is provided by WHOSIS. In order to compare with 2002 lung cancer data, 2005 tobacco data was copied into 2002, based on the assumption that people's habit of smoking won't significantly change during 3 years. ","% of wome, 15+"
smoking_men_percent_of_men_over_age_15,measure,,,http://spreadsheets.google.com/pub?key=t60tpjxpWq3Bm-nBOvSm3og,Smoking men,lin,"['linear', 'log']","Percentage of men (over age 15) that smoke. Note: only 2005 tobacco data is provided by WHOSIS. In order to compare with 2002 lung cancer data, 2005 tobacco data was copied into 2002, based on the assumption that people's habit of smoking won't significantly change during 3 years. ","% of men, 15+"
body_mass_index_bmi_men_kgperm2,measure,,,https://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdF9saE1pWUNYVkVsNU1FdW1Yem81Nmc,Body Mass Index men,lin,"['linear', 'log']","The mean BMI (Body Mass Index) of the male population, counted in kilogram per square meter; this mean is calculated as if each country has the same age composition as the world population.","(BMI), Kg/m2"
body_mass_index_bmi_women_kgperm2,measure,,,https://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdGt0elo2dzJMVVQ3WmFGSmdhc09LRlE,Body Mass Index women,lin,"['linear', 'log']","The mean BMI (Body Mass Index) of the female population, counted in kilogram per square meter; this mean is calculated as if each country has the same age composition as the world population.","(BMI), Kg/m2"
blood_pressure_sbp_men_mmhg,measure,,,https://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdHNwRm9DN1FnT3hXWWZVSncxMkZyS2c,Blood pressure men,lin,"['linear', 'log']","The mean SBP (Systolic Blood Pressure) of the male population, counted in mm-Hg; this mean is calculated as if each country has the same age composition as the world population.","(SBP), mmHg"
blood_pressure_sbp_women_mmhg,measure,,,https://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdHBzUVVSMDlTX1ZCUnNJQ3ZFdkFXVFE,Blood pressure women,lin,"['linear', 'log']","The mean SBP (Systolic Blood Pressure) of the female population, counted in mm-Hg; this mean is calculated as if each country has the same age composition as the world population.","(SBP), mmHg"
cholesterol_fat_in_blood_men_mmolperl,measure,,,https://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdDU5SnRoQ0xlZWhwRUZ6RFNQV042enc,Cholesterol men,lin,"['linear', 'log']","The mean TC (Total Cholesterol) of the male population, counted in mmol per L; this mean is calculated as if each country has the same age composition as the world population.","fat in blood, mmol/L"
cholesterol_fat_in_blood_women_mmolperl,measure,,,https://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdGJHcHZkSUdBcU56aS1OT3lLeU4tRHc,Cholesterol women,lin,"['linear', 'log']","The mean TC (Total Cholesterol) of the female population, counted in mmol per L; this mean is calculated as if each country has the same age composition as the world population.","fat in blood, mmol/L"
infectious_tb_new_cases_per_100000_estimated,measure,,,http://spreadsheets.google.com/pub?key=rVyfxaPK4dJ9B6ZdgG34F-g,"Infectious TB, est. new cases share",lin,"['linear', 'log']","Estimated number of new TB cases (infectious) among 100,000 residents during the given year.",per 100 000
infectious_tb_new_cases_per_100000_reported,measure,,,http://spreadsheets.google.com/pub?key=r0pD5wznwEUJ0ipdxAWQjiA,"Infectious TB, reported new cases share",lin,"['linear', 'log']","Reported number of new TB cases (infectious) among 100,000 residents during the given year.",per 100 000
infectious_tb_number_of_new_cases_estimated,measure,,,http://spreadsheets.google.com/pub?key=rOPfJcbTTIyS-vxDWbkfNLA,"Infectious TB, est. new cases total",log,"['log', 'linear']",Estimated number of new TB cases (infectious) during the given year.,
infectious_tb_number_of_new_cases_reported,measure,,,http://spreadsheets.google.com/pub?key=rcbx0R-TXbkqRCyvKzn08fg,"Infectious TB, reported new cases, total",log,"['log', 'linear']",Reported number of new TB cases (infectious) during the given year.,
infectious_tb_detection_rate_percent,measure,,,http://spreadsheets.google.com/pub?key=rDb6EYc4YUTBRfXlBvjHYlg,"Infectious TB, detection rate",lin,"['linear', 'log']",The proportion of estimated new smear-positive cases of TB detected (diagnosed and then notified to WHO) by health facilities in the country during the given year.,%
infectious_tb_detection_rate_percent_dots_only,measure,,,http://spreadsheets.google.com/pub?key=rjGHot8B6YSt3kPYEG8nANA,"Infectious TB, detection rate - DOTS only",lin,"['linear', 'log']","The proportion of estimated new smear-positive cases of TB detected (diagnosed and then notified to WHO) during the given year by DOTS programme, which is national TB programmes in finding and diagnosing people with TB.",%
infectious_tb_treatment_dots_completed_percent,measure,,,http://spreadsheets.google.com/pub?key=rewICFMTvBuer8UoJIK0yUg,"Infectious TB, treatments",lin,"['linear', 'log']",Percentage of all patients with infectious TB detected by DOTS programme that have finished the treatment during the given year.,(DOTS) completed %
tb_programme_dots_population_coverage_percent,measure,,,http://spreadsheets.google.com/pub?key=rKfjGaPxqirPDe8gnTVKuIw,TB programme coverage,lin,"['linear', 'log']","Percentage of total population that has been covered by DOTS programme, which is national TB programmes in finding and diagnosing people with TB.",(DOTS) % of population
all_forms_of_tb_new_cases_per_100000_estimated,measure,,,http://spreadsheets.google.com/pub?key=rMsQHawTObBb6_U2ESjKXYw,"All forms TB, est. new cases share",lin,"['linear', 'log']","Estimated number of new TB cases (all forms) among 100,000 residents during the given year.",per 100 000
all_forms_of_tb_existing_cases_per_100000_estimated,measure,,,http://spreadsheets.google.com/pub?key=rZNoyaocUmUGuFyRgjJUpig,"All forms TB, est. existing cases share",lin,"['linear', 'log']","Estimated number of existing TB cases (all forms) among 100,000 residents during the given year.",per 100 000
all_forms_of_tb_deaths_per_100000_estimated,measure,,,http://spreadsheets.google.com/pub?key=rWM9yEzjpGJvcJlUAIm35tA,"All forms TB, est. deaths share",lin,"['linear', 'log']","Estimated number of deaths caused by TB (all forms) among 100,000 residents during the given year.",per 100 000
all_forms_of_tb_new_cases_per_100000_reported,measure,,,http://spreadsheets.google.com/pub?key=rYICvtvVz28fVyQuG_ote2w,"All forms TB, reported new cases share",lin,"['linear', 'log']","Reported number of new and relapsed TB cases (all forms) among 100,000 residents during the given year.",per 100 000
all_forms_of_tb_number_of_new_cases_estimated,measure,,,http://spreadsheets.google.com/pub?key=rhZayTbvH3ZLlSN64OuRYFg,"All forms TB, est. new cases total",log,"['log', 'linear']",Estimated number of new TB cases (all forms) during the given year.,
all_forms_of_tb_number_of_existing_cases_estimated,measure,,,http://spreadsheets.google.com/pub?key=rOCGMcGcrZs-dfeTEC792ZQ,"All forms TB, est. existing cases total",log,"['log', 'linear']",Estimated number of existing TB cases (all forms) during the given year.,
all_forms_of_tb_number_of_deaths_estimated,measure,,,http://spreadsheets.google.com/pub?key=rrQ_y5fqQPlznp5mJGXWr-A,"All forms TB, est. deaths total",log,"['log', 'linear']",Estimated number of deaths caused by TB (all forms) during the given year.,
all_forms_of_tb_number_of_new_cases_reported,measure,,,http://spreadsheets.google.com/pub?key=r5UikGjnZlemlelKY0NX9Pg,"All forms TB, reported new cases total",log,"['log', 'linear']",Reported number of new and relapsed TB cases (all forms) during the given year.,
all_forms_of_tb_detection_rate_percent,measure,,,http://spreadsheets.google.com/pub?key=ru195-zJ0rsx5axPIvm_bRA,"All forms TB, detection rate",lin,"['linear', 'log']",The proportion of estimated new cases of TB detected (diagnosed and then notified to WHO) by health facilities in the country during the given year.,%
all_forms_of_tb_detection_rate_percent_dots_only,measure,,,http://spreadsheets.google.com/pub?key=rutVwqgB14uRV_f2dRbqhUA,"All forms TB, detection rate - DOTS only",lin,"['linear', 'log']","The proportion of estimated new cases of TB detected (diagnosed and then notified to WHO) during the given year by DOTS programme, which is national TB programmes in finding and diagnosing people with TB.",%
tb_with_hivplus_new_cases_per_100000_estimated,measure,,,http://spreadsheets.google.com/pub?key=rRCxDI3hB9E9zvc8qSe11qg,"TB with HIV+, est. new cases share",lin,"['linear', 'log']","Estimated number of new TB cases (with HIV+) among 100,000 residents during the given year.",per 100 000
tb_with_hivplus_existing_cases_per_100000_estimated,measure,,,http://spreadsheets.google.com/pub?key=rQV47xgPGa3qOPHoLiVon-w,"TB with HIV+, est. existing cases share",lin,"['linear', 'log']","Estimated number of existing TB cases (with HIV+) among 100,000 residents during the given year.",per 100 000
tb_with_hivplus_deaths_per_100000_estimated,measure,,,http://spreadsheets.google.com/pub?key=rUBCConMMLm9CxPXUGm325A,"TB with HIV+, est. deaths share",lin,"['linear', 'log']","Estimated number of deaths caused by TB (with HIV+) among 100,000 residents during the given year.",per 100 000
tb_with_hivplus_number_of_new_cases_estimated,measure,,,http://spreadsheets.google.com/pub?key=rERPF4iYruK0DhAw_0tb5nA,"TB with HIV+, est. new cases total",log,"['log', 'linear']",Estimated number of new TB cases (with HIV+) during the given year.,
tb_with_hivplus_number_of_existing_cases_estimated,measure,,,http://spreadsheets.google.com/pub?key=reiGJwoabnMOrPeFima_9ng,"TB with HIV+, est. existing cases total",log,"['log', 'linear']",Estimated number of existing TB cases (with HIV+) during the given year.,
tb_with_hivplus_number_of_deaths_estimated,measure,,,http://spreadsheets.google.com/pub?key=rFAkC0Ae7oXxrVqosJ4NWUA,"TB with HIV+, est. deaths total",log,"['log', 'linear']",Estimated number of deaths caused by TB (with HIV+) during the given year.,
bad_teeth_per_child_12_yr,measure,,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj3Os9LVO_pRDA,Bad teeth per child,lin,"['linear', 'log']","The weighted average of the number of Decayed, Missing or Filled teeth among the 12 years old in a country (DMFT). It is meant to reflect the prevalence of caries in a population. ",12 years old
dtp3_immunized_percent_of_one_year_olds,measure,,,http://spreadsheets.google.com/pub?key=txVTyScWObTBNuMmkNtLh1w,DTP3 immunized,lin,"['linear', 'log']","Percentage of 1 year old children who have received 3 doses of combined diphtheria, tetanus toxoid and pertussis vaccine during the year.",% of one-year-olds
hepb3_immunized_percent_of_one_year_olds,measure,,,http://spreadsheets.google.com/pub?key=t7pU8fR9_ZzRFIMF3FX47YQ,HepB3 immunized,lin,"['linear', 'log']",Percentage of 1 year old children who have received 3 doses of hepatitis B3 vaccine during the year.,% of one-year-olds
hib3_immunized_percent_of_one_year_olds,measure,,,http://spreadsheets.google.com/pub?key=thClNiXoQqfJDzTv0SYIHZg,Hib3 immunized,lin,"['linear', 'log']",Percentage of 1 year old children who have received 3 doses of Haemophilus influenzae type B vaccine during the year.,% of one-year-olds
mcv_immunized_percent_of_one_year_olds,measure,,,http://spreadsheets.google.com/pub?key=pyj6tScZqmEenS18Yjl_SOQ,MCV immunized,lin,"['linear', 'log']","Percentage of 1 year old children who have received at least one dose of measles-containing vaccine in a given year. (Some countries for children below 2 years, depending on their policies.)",% of one-year-olds
pab_immunized_percent_of_newborns,measure,,,http://spreadsheets.google.com/pub?key=tnvxVX8aOAl0dwDNujbELPQ,PAB immunized,lin,"['linear', 'log']",Percentage of neonates in a given year that can be considered as having been protected against tetanus as a result of maternal immunization.,% of newborns
broadband_subscribers,measure,,,https://docs.google.com/spreadsheet/pub?key=0AkBd6lyS3EmpdEpMTHBoMmNzcDVCNVRHWE5zSVJVRHc,Broadband,lin,"['linear', 'log']","Broadband subscribers are the total number of broadband subscribers with a digital subscriber line, cable modem, or other high-speed technologies, although definitions may vary from country to country. ",total subscribers
broadband_subscribers_per_100_people,measure,,,https://docs.google.com/spreadsheet/pub?key=0AkBd6lyS3EmpdHdmMGVNNnV1SHBONDRTdTJzTVBKQXc,Broadband per 100 people,lin,"['linear', 'log']","Broadband subscribers are the total number of broadband subscribers with a digital subscriber line, cable modem, or other high-speed technologies, although definitions may vary from country to country. ",
cell_phones_total,measure,,,https://docs.google.com/spreadsheet/pub?key=0AkBd6lyS3EmpdEhWLWtqNzljbWg4ZXV6M09JQXNGaUE,Cell phones,lin,"['linear', 'log']",The number of subscribers to a service providing access to the telephone network using cellular technology. ,total
cell_phones_per_100_people,measure,,,https://docs.google.com/spreadsheet/pub?key=0AkBd6lyS3EmpdG1MSjEyS0h2QjRQZ3FXRVR2dVQyeFE,Cell phones per 100 people,lin,"['linear', 'log']",The number of subscribers per 100 people to a service providing access to the telephone network using cellular technology. ,
fixed_line_and_mobile_phone_subscribers_per_100_people,measure,,,http://spreadsheets.google.com/pub?key=pyj6tScZqmEcfLoOcU6GAfg,Fixed line and mobile phone subscribers,log,"['log', 'linear']",Fixes lines connect a customer's equipment to the public switched telephone network. Mobile phone subscribers refer to users of portable telephones subscribing to the telephone network using cellular technology. ,per 100 people
internet_users_total_number,measure,,,https://docs.google.com/spreadsheet/pub?key=0AkBd6lyS3EmpdC1PcWJUZldDelFyQXdaOEtDUG9HSUE,Internet users,lin,"['linear', 'log']",Internet users are people with access to the worldwide network.,total
internet_users_per_100_people,measure,,,https://docs.google.com/spreadsheet/pub?key=0AkBd6lyS3EmpdGwzSGV5OE9FOGhURlhTdEQtMW1TNkE,Internet users per 100 people,lin,"['linear', 'log']",Internet users are people with access to the worldwide network.,
personal_computers_total,measure,,,http://spreadsheets.google.com/pub?key=pyj6tScZqmEfUXdC83YSzfw,Computers,log,"['log', 'linear']",Personal computers (total),total
personal_computers_per_100_people,measure,,,http://spreadsheets.google.com/pub?key=pyj6tScZqmEdFW4nUY4gQdA,Computers per 100 people,lin,"['linear', 'log']",Personal computers (per 100 people),
improved_sanitation_overall_access_percent,measure,,,https://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdE4tekJPYkR4WmJqYTRPWjc3OTl4WUE,"Improved sanitation, overall",lin,"['linear', 'log']","The percentage of the total population with access to facilities that hygienically separate human excreta from human contact. Improved facilities include flush/pour flush toilets or latrines connected to a sewer, -septic tank, or -pit, ventilated improved pit latrines, pit latrines with a slab or platform of any material which covers the pit entirely, except for the drop hole and composting toilets/latrines. Unimproved facilities include public or shared facilities of an otherwise acceptable type, flush/pour-flush toilets or latrines which discharge directly into an open sewer or ditch, pit latrines without a slab, bucket latrines, hanging toilets or latrines which directly discharge in water bodies or in the open and the practice of open defecation in the bush, field or bodies or water.",%
improved_sanitation_urban_access_percent,measure,,,http://spreadsheets.google.com/pub?key=pyj6tScZqmEfLbPu48DrKfQ,"Improved sanitation, urban",lin,"['linear', 'log']","The percentage of the urban population with access to facilities that hygienically separate human excreta from human contact. Improved facilities include flush/pour flush toilets or latrines connected to a sewer, -septic tank, or -pit, ventilated improved pit latrines, pit latrines with a slab or platform of any material which covers the pit entirely, except for the drop hole and composting toilets/latrines. Unimproved facilities include public or shared facilities of an otherwise acceptable type, flush/pour-flush toilets or latrines which discharge directly into an open sewer or ditch, pit latrines without a slab, bucket latrines, hanging toilets or latrines which directly discharge in water bodies or in the open and the practice of open defecation in the bush, field or bodies or water.",%
improved_sanitation_rural_access_percent,measure,,,https://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdFNPMTE3d3FHTHdYaGFMXzJyNDBGd3c,"Improved sanitation, rural",lin,"['linear', 'log']","The percentage of the rural population with access to facilities that hygienically separate human excreta from human contact. Improved facilities include flush/pour flush toilets or latrines connected to a sewer, -septic tank, or -pit, ventilated improved pit latrines, pit latrines with a slab or platform of any material which covers the pit entirely, except for the drop hole and composting toilets/latrines. Unimproved facilities include public or shared facilities of an otherwise acceptable type, flush/pour-flush toilets or latrines which discharge directly into an open sewer or ditch, pit latrines without a slab, bucket latrines, hanging toilets or latrines which directly discharge in water bodies or in the open and the practice of open defecation in the bush, field or bodies or water.",%
roads_paved_percent_of_total_roads,measure,,,https://docs.google.com/spreadsheet/pub?key=0AkBd6lyS3EmpdDBKd2V5VmxkYlJuUHAtOURzUkZzNEE,Roads paved,lin,"['linear', 'log']","Roads, paved (% of total roads)",% of total roads
improved_water_source_overall_access_percent,measure,,,http://spreadsheets.google.com/pub?key=pyj6tScZqmEd98lRwrU3gIg,"Improved water source, overall",lin,"['linear', 'log']","The percentage of the total population who use any of the following types of water supply for drinking: piped water into dwelling, plot or yard; public tap/standpipe; borehole/tube well; protected dug well; protected spring; rainwater collection and bottled water (if a secondary available source is also improved). It does not include unprotected well, unprotected spring, water provided by carts with small tanks/drums, tanker truck-provided water and bottled water (if secondary source is not an improved source) or surface water taken directly from rivers, ponds, streams, lakes, dams, or irrigation channels. ",%
improved_water_source_urban_access_percent,measure,,,https://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdDlJNzNjcVc5Sm9memNuVHRzY1FsOXc,"Improved water source, urban",lin,"['linear', 'log']","The percentage of the urban population who use any of the following types of water supply for drinking: piped water into dwelling, plot or yard; public tap/standpipe; borehole/tube well; protected dug well; protected spring; rainwater collection and bottled water (if a secondary available source is also improved). It does not include unprotected well, unprotected spring, water provided by carts with small tanks/drums, tanker truck-provided water and bottled water (if secondary source is not an improved source) or surface water taken directly from rivers, ponds, streams, lakes, dams, or irrigation channels. ",%
improved_water_source_rural_access_percent,measure,,,https://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdFhhVzhXUEh0U0hlQ3M3TTZIQTFySUE,"Improved water source, rural",lin,"['linear', 'log']","The percentage of the rural population who use any of the following types of water supply for drinking: piped water into dwelling, plot or yard; public tap/standpipe; borehole/tube well; protected dug well; protected spring; rainwater collection and bottled water (if a secondary available source is also improved). It does not include unprotected well, unprotected spring, water provided by carts with small tanks/drums, tanker truck-provided water and bottled water (if secondary source is not an improved source) or surface water taken directly from rivers, ponds, streams, lakes, dams, or irrigation channels. ",%
population_aged_0_4_years_both_sexes_percent,measure,,,http://spreadsheets.google.com/pub?key=rsOONWhmGBtzb4j__0MJv7Q,Population aged 0-4,lin,"['linear', 'log']",Number of both sexes aged 0-4 years divided by total population,both sexes %
population_aged_5_9_years_both_sexes_percent,measure,,,http://spreadsheets.google.com/pub?key=rC5UskPU6PRVlmN7eXoridw,Population aged 5-9,lin,"['linear', 'log']",Number of both sexes aged 5-9 years divided by total population,both sexes %
population_aged_10_14_years_both_sexes_percent,measure,,,http://spreadsheets.google.com/pub?key=rmViJSkPd4xZneV2Q6gzFwQ,Population aged 10-14,lin,"['linear', 'log']",Number of both sexes aged 10-14 years divided by total population,both sexes %
population_aged_15_19_years_both_sexes_percent,measure,,,http://spreadsheets.google.com/pub?key=r4VUu4a4AaWqXXoAsFz-z-Q,Population aged 15-19,lin,"['linear', 'log']",Number of both sexes aged 15-19 years divided by total population,both sexes %
population_aged_20_39_years_both_sexes_percent,measure,,,http://spreadsheets.google.com/pub?key=rTU20DXn0Bi7bTwW5T6J3gg,Population aged 20-39,lin,"['linear', 'log']",Number of both sexes aged 20-39 years divided by total population,both sexes %
population_aged_40_59_years_both_sexes_percent,measure,,,http://spreadsheets.google.com/pub?key=rLwpdKbW2OykBbvVxhYKrhA,Population aged 40-59,lin,"['linear', 'log']",Number of both sexes aged 40-59 years divided by total population,both sexes %
population_aged_60plus_years_both_sexes_percent,measure,,,http://spreadsheets.google.com/pub?key=rH6TEe8f_WNq_8x9pWZ3W0A,Population aged 60+,lin,"['linear', 'log']",Number of both sexes aged above 60 years divided by total population,both sexes %
population_aged_0_4_years_total_number,measure,,,http://spreadsheets.google.com/pub?key=rovrK0Uj9JPN95P9adob0tw,Population aged 0-4,lin,"['linear', 'log']",Total number of people aged 0-4 years,total number
population_aged_5_9_years_total_number,measure,,,http://spreadsheets.google.com/pub?key=r83X3yfjC6ENYWoo41yDehg,Population aged 5-9,lin,"['linear', 'log']",Total number of people aged 5-9 years,total number
population_aged_10_14_years_total_number,measure,,,http://spreadsheets.google.com/pub?key=r9ztOSMb5WNHUBLwlgJqPSw,Population aged 10-14,lin,"['linear', 'log']",Total number of people aged 10-14 years,total number
population_aged_15_19_years_total_number,measure,,,http://spreadsheets.google.com/pub?key=rFmJvuotJYE30q4nWEvpGJA,Population aged 15-19,lin,"['linear', 'log']",Total number of people aged 15-19 years,total number
population_aged_20_39_years_total_number,measure,,,http://spreadsheets.google.com/pub?key=rHrin819tHgZudARnpsN0Mg,Population aged 20-39,lin,"['linear', 'log']",Total number of people aged 20-39 years,total number
population_aged_40_59_years_total_number,measure,,,http://spreadsheets.google.com/pub?key=ri9SXMNc7TpebHucmAYepGQ,Population aged 40-59,lin,"['linear', 'log']",Total number of people aged 40-59 years,total number
population_aged_60plus_years_total_number,measure,,,http://spreadsheets.google.com/pub?key=rVD6A2uAmeIE0BQNW1KSg3A,Population aged 60+,lin,"['linear', 'log']",Total number of people aged above 60 years,total number
population_aged_0_4_years_female_percent,measure,,,http://spreadsheets.google.com/pub?key=roLpNPQkooNCFzpTWXQ48Dw,"Population aged 0-4, female",lin,"['linear', 'log']",Number of women aged 0-4 years divided by total number of women,%
population_aged_5_9_years_female_percent,measure,,,http://spreadsheets.google.com/pub?key=re3efChATTYAT5bRqoaChXA,"Population aged 5-9, female",lin,"['linear', 'log']",Number of women aged 5-9 years divided by total number of women,%
population_aged_10_14_years_female_percent,measure,,,http://spreadsheets.google.com/pub?key=rJwVmwTFzheqVUzYWwSqXlA,"Population aged 10-14, female",lin,"['linear', 'log']",Number of women aged 10-14 years divided by total number of women,%
population_aged_15_19_years_female_percent,measure,,,http://spreadsheets.google.com/pub?key=rYEHWlJHaLjHtcsSpRRJeig,"Population aged 15-19, female",lin,"['linear', 'log']",Number of women aged 15-19 years divided by total number of women,%
population_aged_20_39_years_female_percent,measure,,,http://spreadsheets.google.com/pub?key=rWpQHQIQdntj6BEK8OIuWYw,"Population aged 20-39, female",lin,"['linear', 'log']",Number of women aged 20-39 years divided by total number of women,%
population_aged_40_59_years_female_percent,measure,,,http://spreadsheets.google.com/pub?key=rElErbmOnSM6om03a1uinKQ,"Population aged 40-59, female",lin,"['linear', 'log']",Number of women aged 40-59 years divided by total number of women,%
population_aged_60plus_years_female_percent,measure,,,http://spreadsheets.google.com/pub?key=rjhBvpeRgCxBq0EnQVN6b0w,"Population aged 60+, female",lin,"['linear', 'log']",Number of women aged above 60 years divided by total number of women,%
population_aged_0_4_years_male_percent,measure,,,http://spreadsheets.google.com/pub?key=rIpDsoI9lVTCh_PRqm66Tcw,"Population aged 0-4, male",lin,"['linear', 'log']",Number of men aged 0-4 years divided by total number of men,%
population_aged_5_9_years_male_percent,measure,,,http://spreadsheets.google.com/pub?key=rgyZrNmSfXcPJQxJK7IxnEw,"Population aged 5-9, male",lin,"['linear', 'log']",Number of men aged 5-9 years divided by total number of men,%
population_aged_10_14_years_male_percent,measure,,,http://spreadsheets.google.com/pub?key=rmQZ_H88rIhF3315QBZpcIQ,"Population aged 10-14, male",lin,"['linear', 'log']",Number of men aged 10-14 years divided by total number of men,%
population_aged_15_19_years_male_percent,measure,,,http://spreadsheets.google.com/pub?key=rYfw4UJZSizLRtgDs73d5jA,"Population aged 15-19, male",lin,"['linear', 'log']",Number of men aged 15-19 years divided by total number of men,%
population_aged_20_39_years_male_percent,measure,,,http://spreadsheets.google.com/pub?key=rab1GmqpzJkWd4MF0hieVgA,"Population aged 20-39, male",lin,"['linear', 'log']",Number of men aged 20-39 years divided by total number of men,%
population_aged_40_59_years_male_percent,measure,,,http://spreadsheets.google.com/pub?key=rcQkob1yAm-to1scz51flgw,"Population aged 40-59, male",lin,"['linear', 'log']",Number of men aged 40-59 years divided by total number of men,%
population_aged_60plus_years_male_percent,measure,,,http://spreadsheets.google.com/pub?key=rSkhGgUVN74knEhSAhBSSKA,"Population aged 60+, male",lin,"['linear', 'log']",Number of men aged above 60 years divided by total number of men,%
population_growth_annual_percent,measure,,,https://docs.google.com/spreadsheet/pub?key=0AkBd6lyS3EmpdFY5Z0QzTzRRbzJ1VXdqdGVyNE0tcFE,Population growth,lin,"['linear', 'log']",Annual de facto population growth rate.,annual %
crude_birth_rate_births_per_1000_population,measure,,,http://spreadsheets.google.com/pub?key=tUSeGJOQhafugwUvHvY-wLA,Crude birth rate,lin,"['linear', 'log']","The average number of births among 1,000 population during the given year (data after 2010 is based on the medium estimates from UN population division).",births per 1000 population
crude_death_rate_deaths_per_1000_population,measure,,,http://spreadsheets.google.com/pub?key=tHyj-2jRvK3CCNJOc5Vm-HQ,Crude death rate,lin,"['linear', 'log']","The average number of deaths among 1,000 population during the given year (data after 2010 is based on the medium estimates from UN population division).",deaths per 1000 population
teen_fertility_rate_births_per_1000_women_ages_15_19,measure,,,http://spreadsheets.google.com/pub?key=pyj6tScZqmEdIphYUHxcdLg,Teen fertility rate,lin,"['linear', 'log']","The number of births per 1,000 women ages 15-19. ",births per 1000 women ages 15-19
new_births_total_number_estimated,measure,,,https://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdERQeFplM2VWczVrMTFfMXVrQkJpVXc,New births,log,"['log', 'linear']","Total number of estimated new births during the given year, based on the crude birth rate data from UN Population Division and the population data from Gapminder Foundation.","total number, estimated"
sex_ratio_all_age_groups,measure,,,http://spreadsheets.google.com/pub?key=tAQ31_cAELrHqNc2qa13uHw,Sex ratio,lin,"['linear', 'log']","Sex ratio (male divided by female, per 100) among total population of all age groups.",all age groups
sex_ratio_0_14_years,measure,,,http://spreadsheets.google.com/pub?key=tfWSVJPJHn3u7e_7MUaCbnw,"Sex ratio, age 0-14",lin,"['linear', 'log']","Sex ratio (male divided by female, per 100) among population between 0 and 14 years old.",
sex_ratio_15_24_years,measure,,,http://spreadsheets.google.com/pub?key=ta-Da73B_Z7lKOZo8o-Ykvw,"Sex ratio, age 15-24",lin,"['linear', 'log']","Sex ratio (male divided by female, per 100) among population between 15 and 24 years old.",
sex_ratio_15_49_years,measure,,,http://spreadsheets.google.com/pub?key=tF_P_4G0g5bR3lYmQT9Tv4w,"Sex ratio, age 15-49",lin,"['linear', 'log']","Sex ratio (male divided by female, per 100) among population between 15 and 49 years old.",
sex_ratio_above_50_years,measure,,,http://spreadsheets.google.com/pub?key=tQP1KnoWcjjtz3wmq0bnGNA,"Sex ratio, age 50+",lin,"['linear', 'log']","Sex ratio (male divided by female, per 100) among population above 50 years old.",
population_in_urban_agglomerations_m_1_million_percent_of_total,measure,,,http://spreadsheets.google.com/pub?key=pyj6tScZqmEdwXv1tqzV4Xg,Population in urban agglomerations > 1 million,lin,"['linear', 'log']",Population in urban agglomerations > 1 million (% of total population),% of total population
urban_population,measure,,,http://spreadsheets.google.com/pub?key=pyj6tScZqmEfH89V6UQhpZA,Urban population,lin,"['linear', 'log']",Urban population is the midyear population of areas defined as urban in each country and reported to the United Nations.,
urban_population_percent_of_total,measure,,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj0-LE4StzCsEw,Urban population share,lin,"['linear', 'log']",Urban population is the midyear population of areas defined as urban in each country and reported to the United Nations.,%
urban_population_growth_annual_percent,measure,,,http://spreadsheets.google.com/pub?key=pyj6tScZqmEcRJEN8MyV3PQ,Urban population growth,lin,"['linear', 'log']",Urban population is the midyear population of areas defined as urban in each country and reported to the United Nations. ,annual %
children_and_elderly_per_100_adults,measure,,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj2biT80zgTsYQ,Children and elderly,lin,"['linear', 'log']","The total dependency ratio is the ratio of the sum of the population aged 0-14 and 65+ to the population aged 15-64, multiplied by 100. ",per 100 adults
